# MEAN_SAMPLE_SIZE = 24564
# TOTAL_GENES = 17778
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_regulation_of_nmda_...          SET      29    -0.084839   -0.0034238      0.17641      0.68471 GO_bp:go_regulation_of_nmda_receptor_activity
GO_bp:go_regulation_of_ampa_...          SET      24    -0.070205   -0.0025778      0.20234      0.63569 GO_bp:go_regulation_of_ampa_receptor_activity
GO_bp:go_regulation_of_t_hel...2         SET      17    -0.029063  -0.00089833      0.21374      0.55408 GO_bp:go_regulation_of_t_helper_17_type_immune_response
GO_bp:go_positive_regulation...797       SET       9     -0.13655   -0.0030717      0.31426      0.66804 GO_bp:go_positive_regulation_of_t_helper_17_type_immune_response
GO_bp:go_negative_regulation...662       SET       8     0.063455    0.0013458      0.29155      0.41385 GO_bp:go_negative_regulation_of_t_helper_17_cell_differentiation
GO_bp:go_positive_regulation...796       SET       8     -0.13158   -0.0027908      0.32953      0.65517 GO_bp:go_positive_regulation_of_t_helper_17_cell_differentiation
GO_bp:go_regulation_of_gluco...3         SET       7      0.13586    0.0026954      0.37291      0.35781 GO_bp:go_regulation_of_glucocorticoid_receptor_signaling_pathway
GO_bp:go_regulation_of_t_hel...1         SET       6    -0.086314   -0.0015855      0.46444      0.57372 GO_bp:go_regulation_of_t_helper_17_cell_lineage_commitment
GO_bp:go_regulation_of_chemo...1         SET      10      0.13584     0.003221      0.29608      0.32319 GO_bp:go_regulation_of_chemokine_c_x_c_motif_ligand_2_production
GO_bp:go_positive_regulation...159       SET       8      0.10803    0.0022913      0.32346      0.36919 GO_bp:go_positive_regulation_of_chemokine_c_x_c_motif_ligand_2_production
GO_bp:go_positive_regulation...345       SET       7     0.080675    0.0016006      0.36968      0.41363 GO_bp:go_positive_regulation_of_hepatocyte_proliferation
GO_bp:go_regulation_of_cd40_...          SET       6     -0.70432    -0.012937      0.42689      0.95051 GO_bp:go_regulation_of_cd40_signaling_pathway
GO_bp:go_regulation_of_ovari...          SET       5     -0.19156   -0.0032122      0.37173      0.69683 GO_bp:go_regulation_of_ovarian_follicle_development
GO_bp:go_regulation_of_bindi...2         SET       5      0.51409    0.0086206      0.33812     0.064207 GO_bp:go_regulation_of_binding_of_sperm_to_zona_pellucida
GO_bp:go_regulation_of_clath...          SET      15      0.60951     0.017698      0.25414    0.0082394 GO_bp:go_regulation_of_clathrin_dependent_endocytosis
GO_bp:go_regulation_of_dna_t...4         SET       5     -0.69528    -0.011659      0.41364       0.9536 GO_bp:go_regulation_of_dna_topoisomerase_atp_hydrolyzing_activity
GO_bp:go_negative_regulation...411       SET       6      0.40661    0.0074688      0.42618      0.17003 GO_bp:go_negative_regulation_of_mesoderm_development
GO_bp:go_positive_regulation...493       SET       4      0.51568    0.0077345      0.52352      0.16231 GO_bp:go_positive_regulation_of_mesoderm_development
GO_bp:go_regulation_of_lamel...2         SET      10      0.26355    0.0062491      0.30137      0.19092 GO_bp:go_regulation_of_lamellipodium_morphogenesis
GO_bp:go_positive_regulation...434       SET       6      0.43551    0.0079997      0.37572       0.1232 GO_bp:go_positive_regulation_of_lamellipodium_morphogenesis
GO_bp:go_negative_regulation...388       SET      14     -0.20406   -0.0057242      0.24217      0.80027 GO_bp:go_negative_regulation_of_lymphocyte_migration
GO_bp:go_negative_regulation...659       SET       5     -0.38974   -0.0065354      0.48299      0.79014 GO_bp:go_negative_regulation_of_t_cell_migration
GO_bp:go_positive_regulation...792       SET      27      0.17656    0.0068758       0.1782      0.16089 GO_bp:go_positive_regulation_of_t_cell_migration
GO_bp:go_regulation_of_eosin...          SET       4      0.83835     0.012574      0.49224      0.04428 GO_bp:go_regulation_of_eosinophil_migration
GO_bp:go_regulation_of_apopt...1         SET       9      0.20406    0.0045904      0.33209      0.26945 GO_bp:go_regulation_of_apoptotic_cell_clearance
GO_bp:go_positive_regulation...38        SET       7    0.0036091   7.1603e-05      0.37053      0.49611 GO_bp:go_positive_regulation_of_apoptotic_cell_clearance
GO_bp:go_regulation_of_glyco...3         SET       7      0.24879    0.0049359      0.37192      0.25177 GO_bp:go_regulation_of_glycogen_starch_synthase_activity
GO_bp:go_positive_regulation...322       SET       5      0.11761    0.0019721      0.45467      0.39795 GO_bp:go_positive_regulation_of_glycogen_starch_synthase_activity
GO_bp:go_negative_regulation...73        SET       6   -0.0080715  -0.00014826      0.34253       0.5094 GO_bp:go_negative_regulation_of_camp_dependent_protein_kinase_activity
GO_bp:go_positive_regulation...86        SET       4      0.15474    0.0023209      0.54389      0.38801 GO_bp:go_positive_regulation_of_camp_dependent_protein_kinase_activity
GO_bp:go_negative_regulation...339       SET       6     -0.71566    -0.013146      0.34398      0.98125 GO_bp:go_negative_regulation_of_interleukin_8_secretion
GO_bp:go_regulation_of_natur...2         SET       9     -0.22405   -0.0050399      0.31041      0.76478 GO_bp:go_regulation_of_natural_killer_cell_chemotaxis
GO_bp:go_positive_regulation...550       SET       6     -0.10809   -0.0019855      0.42179      0.60113 GO_bp:go_positive_regulation_of_natural_killer_cell_chemotaxis
GO_bp:go_positive_regulation...72        SET       2       1.1408     0.012099       0.5471     0.018537 GO_bp:go_positive_regulation_of_blood_vessel_remodeling
GO_bp:go_regulation_of_dendr...4         SET       9     -0.18206   -0.0040955      0.32931      0.70981 GO_bp:go_regulation_of_dendritic_cell_chemotaxis
GO_bp:go_regulation_of_entry...          SET       7     -0.40822    -0.008099      0.34418       0.8822 GO_bp:go_regulation_of_entry_of_bacterium_into_host_cell
GO_bp:go_negative_regulation...259       SET       6     -0.34377   -0.0063146      0.43763      0.78392 GO_bp:go_negative_regulation_of_gastrulation
GO_bp:go_positive_regulation...304       SET       6      0.83451     0.015329       0.4353     0.027622 GO_bp:go_positive_regulation_of_gastrulation
GO_bp:go_regulation_of_t_hel...6         SET       9     0.053269    0.0011983      0.35124      0.43973 GO_bp:go_regulation_of_t_helper_2_cell_cytokine_production
GO_bp:go_positive_regulation...800       SET       5      0.69448     0.011645      0.48742     0.077116 GO_bp:go_positive_regulation_of_t_helper_2_cell_cytokine_production
GO_bp:go_regulation_of_t_hel...3         SET       5     0.048683   0.00081635      0.45441      0.45734 GO_bp:go_regulation_of_t_helper_1_cell_cytokine_production
GO_bp:go_negative_regulation...90        SET       5      0.36684    0.0061514      0.46395      0.21457 GO_bp:go_negative_regulation_of_cd4_positive_alpha_beta_t_cell_proliferation
GO_bp:go_regulation_of_micro...6         SET      10     0.060796    0.0014415      0.24261      0.40107 GO_bp:go_regulation_of_microtubule_motor_activity
GO_bp:go_regulation_of_plate...3         SET       5     -0.37198   -0.0062376      0.47546      0.78299 GO_bp:go_regulation_of_platelet_derived_growth_factor_receptor_alpha_signaling_pathway
GO_bp:go_regulation_of_plate...4         SET       7     -0.32118    -0.006372      0.33906      0.82824 GO_bp:go_regulation_of_platelet_derived_growth_factor_receptor_beta_signaling_pathway
GO_bp:go_positive_regulation...43        SET       7     0.040689   0.00080725      0.32579      0.45031 GO_bp:go_positive_regulation_of_arp2_3_complex_mediated_actin_nucleation
GO_bp:go_regulation_of_thyro...1         SET       4     -0.96038    -0.014404      0.52603      0.96604 GO_bp:go_regulation_of_thyroid_hormone_generation
GO_bp:go_positive_regulation...353       SET       5     -0.16889    -0.002832      0.49259      0.63415 GO_bp:go_positive_regulation_of_histone_h3_k9_acetylation
GO_bp:go_regulation_of_histo...12        SET       5      0.31776    0.0053284      0.44463      0.23741 GO_bp:go_regulation_of_histone_h4_k16_acetylation
GO_bp:go_regulation_of_mirna...          SET       7    -0.088392   -0.0017537      0.27624      0.62551 GO_bp:go_regulation_of_mirna_metabolic_process
GO_bp:go_positive_regulation...239       SET       7      0.19842    0.0039366      0.32873      0.27306 GO_bp:go_positive_regulation_of_early_endosome_to_late_endosome_transport
GO_bp:go_regulation_of_recep...3         SET       7     -0.11486   -0.0022787      0.36735      0.62273 GO_bp:go_regulation_of_receptor_catabolic_process
GO_bp:go_positive_regulation...694       SET       3      0.05802   0.00075365      0.55681      0.45851 GO_bp:go_positive_regulation_of_receptor_catabolic_process
GO_bp:go_regulation_of_inter...5         SET       7     0.068066    0.0013504      0.37135      0.42728 GO_bp:go_regulation_of_interleukin_1_mediated_signaling_pathway
GO_bp:go_negative_regulation...328       SET       5     -0.16151   -0.0027083      0.46691      0.63529 GO_bp:go_negative_regulation_of_interleukin_1_mediated_signaling_pathway
GO_bp:go_positive_regulation...404       SET       4    -0.070156   -0.0010522      0.45618      0.56111 GO_bp:go_positive_regulation_of_interleukin_5_secretion
GO_bp:go_positive_regulation...394       SET       5      0.18549    0.0031104      0.46454      0.34484 GO_bp:go_positive_regulation_of_interleukin_13_secretion
GO_bp:go_negative_regulation...186       SET       6     0.047076   0.00086471      0.39631      0.45272 GO_bp:go_negative_regulation_of_dendritic_cell_apoptotic_process
GO_bp:go_regulation_of_motor...          SET       4     0.051282   0.00076917      0.32893      0.43805 GO_bp:go_regulation_of_motor_neuron_apoptotic_process
GO_bp:go_negative_regulation...702       SET       4     -0.50068   -0.0075095      0.52942      0.82785 GO_bp:go_negative_regulation_of_type_b_pancreatic_cell_apoptotic_process
GO_bp:go_negative_regulation...224       SET       3       1.3925     0.018088      0.63082      0.01365 GO_bp:go_negative_regulation_of_epithelial_cell_differentiation_involved_in_kidney_development
GO_bp:go_positive_regulation...257       SET       6      0.16577     0.003045      0.43639      0.35202 GO_bp:go_positive_regulation_of_epithelial_cell_differentiation_involved_in_kidney_development
GO_bp:go_regulation_of_cardi...14        SET       3      0.49256    0.0063981       0.5647      0.19154 GO_bp:go_regulation_of_cardiac_vascular_smooth_muscle_cell_differentiation
GO_bp:go_positive_regulation...95        SET       2      0.78192    0.0082932      0.65689      0.11697 GO_bp:go_positive_regulation_of_cardiac_vascular_smooth_muscle_cell_differentiation
GO_bp:go_negative_regulation...77        SET      13      0.12585    0.0034021      0.26887      0.31986 GO_bp:go_negative_regulation_of_cardiac_muscle_cell_differentiation
GO_bp:go_regulation_of_mesen...2         SET       6       1.2317     0.022625      0.34963   0.00021394 GO_bp:go_regulation_of_mesenchymal_stem_cell_differentiation
GO_bp:go_regulation_of_pepti...5         SET      54      0.18154    0.0099906      0.12489     0.073033 GO_bp:go_regulation_of_peptidyl_lysine_acetylation
GO_bp:go_negative_regulation...509       SET      16    0.0035476   0.00010638      0.22294      0.49365 GO_bp:go_negative_regulation_of_peptidyl_lysine_acetylation
GO_bp:go_positive_regulation...615       SET      29      0.19059    0.0076914      0.17153      0.13327 GO_bp:go_positive_regulation_of_peptidyl_lysine_acetylation
GO_bp:go_negative_regulation...177       SET       6     -0.21992   -0.0040397      0.33025      0.74727 GO_bp:go_negative_regulation_of_cytoplasmic_translation
GO_bp:go_positive_regulation...201       SET      10    -0.028085  -0.00066593      0.25803      0.54334 GO_bp:go_positive_regulation_of_cytoplasmic_translation
GO_bp:go_positive_regulation...236       SET      23    -0.032297    -0.001161       0.1809      0.57085 GO_bp:go_positive_regulation_of_double_strand_break_repair
GO_bp:go_positive_regulation...50        SET      10      0.42322     0.010035      0.25892     0.051082 GO_bp:go_positive_regulation_of_autophagosome_assembly
GO_bp:go_regulation_of_epith...5         SET       5     -0.28364   -0.0047562      0.49127      0.71815 GO_bp:go_regulation_of_epithelial_cell_proliferation_involved_in_lung_morphogenesis
GO_bp:go_regulation_of_synap...11        SET       7     0.089614    0.0017779      0.38822      0.40872 GO_bp:go_regulation_of_synaptic_vesicle_clustering
GO_bp:go_positive_regulation...782       SET       4       0.3443     0.005164      0.50928      0.24951 GO_bp:go_positive_regulation_of_synaptic_vesicle_clustering
GO_bp:go_negative_regulation...453       SET       2      0.82571    0.0087577      0.77994      0.14488 GO_bp:go_negative_regulation_of_myoblast_proliferation
GO_bp:go_positive_regulation...763       SET      10     -0.32204   -0.0076358       0.3004      0.85814 GO_bp:go_positive_regulation_of_steroid_hormone_secretion
GO_bp:go_positive_regulation...183       SET       8     -0.35636    -0.007558      0.32556      0.86315 GO_bp:go_positive_regulation_of_corticosteroid_hormone_secretion
GO_bp:go_positive_regulation...313       SET       6      0.31089    0.0057105      0.40259         0.22 GO_bp:go_positive_regulation_of_glucocorticoid_secretion
GO_bp:go_positive_regulation...28        SET       7     -0.28048   -0.0055646      0.40629      0.75501 GO_bp:go_positive_regulation_of_ampa_receptor_activity
GO_bp:go_negative_regulation...615       SET       6     -0.12274   -0.0022545       0.4235      0.61402 GO_bp:go_negative_regulation_of_skeletal_muscle_cell_differentiation
GO_bp:go_positive_regulation...739       SET       6      0.29792    0.0054723      0.38051      0.21683 GO_bp:go_positive_regulation_of_skeletal_muscle_cell_differentiation
GO_bp:go_regulation_of_respo...4         SET      82      0.23907     0.016199      0.10223    0.0096873 GO_bp:go_regulation_of_response_to_drug
GO_bp:go_negative_regulation...587       SET      25      0.42855      0.01606       0.1725    0.0064935 GO_bp:go_negative_regulation_of_response_to_drug
GO_bp:go_positive_regulation...710       SET      23     0.092057    0.0033091      0.18537      0.30974 GO_bp:go_positive_regulation_of_response_to_drug
GO_bp:go_negative_regulation...215       SET       4      0.25375     0.003806      0.50021      0.30598 GO_bp:go_negative_regulation_of_endothelial_cell_chemotaxis
GO_bp:go_regulation_of_doubl...3         SET      18       0.2439    0.0077572       0.2083      0.12082 GO_bp:go_regulation_of_double_strand_break_repair_via_nonhomologous_end_joining
GO_bp:go_negative_regulation...208       SET       6      0.49114    0.0090214      0.36143     0.087102 GO_bp:go_negative_regulation_of_double_strand_break_repair_via_nonhomologous_end_joining
GO_bp:go_positive_regulation...238       SET       9    -0.064444   -0.0014497      0.29066      0.58773 GO_bp:go_positive_regulation_of_double_strand_break_repair_via_nonhomologous_end_joining
GO_bp:go_regulation_of_cellu...17        SET      22      0.02775   0.00097562      0.18445      0.44021 GO_bp:go_regulation_of_cellular_response_to_drug
GO_bp:go_negative_regulation...133       SET      15      0.12568    0.0036491      0.22019      0.28408 GO_bp:go_negative_regulation_of_cellular_response_to_drug
GO_bp:go_positive_regulation...149       SET       5    -0.088973   -0.0014919      0.37855      0.59291 GO_bp:go_positive_regulation_of_cellular_response_to_drug
GO_bp:go_regulation_of_integ...2         SET      10      0.77974     0.018488      0.32065    0.0075185 GO_bp:go_regulation_of_integrin_mediated_signaling_pathway
GO_bp:go_positive_regulation...383       SET       5      0.41977    0.0070389      0.47145      0.18664 GO_bp:go_positive_regulation_of_integrin_mediated_signaling_pathway
GO_bp:go_negative_regulation...409       SET       6      0.12774    0.0023463      0.43866      0.38545 GO_bp:go_negative_regulation_of_mesenchymal_cell_apoptotic_process
GO_bp:go_positive_regulation...190       SET     132      0.19512     0.016751     0.081391    0.0082633 GO_bp:go_positive_regulation_of_cysteine_type_endopeptidase_activity
GO_bp:go_regulation_of_endoc...2         SET       9    -0.013649  -0.00030704      0.29883      0.51822 GO_bp:go_regulation_of_endocytic_recycling
GO_bp:go_positive_regulation...241       SET       5     -0.04307  -0.00072222      0.43343      0.53958 GO_bp:go_positive_regulation_of_endocytic_recycling
GO_bp:go_positive_regulation...629       SET       9      0.35424    0.0079686      0.30582      0.12337 GO_bp:go_positive_regulation_of_phospholipid_transport
GO_bp:go_regulation_of_histo...3         SET       5     -0.39418   -0.0066097      0.39347      0.84177 GO_bp:go_regulation_of_histone_h2b_ubiquitination
GO_bp:go_regulation_of_atp_b...          SET      11      0.22345    0.0055566      0.27307       0.2066 GO_bp:go_regulation_of_atp_biosynthetic_process
GO_bp:go_positive_regulation...47        SET       8     0.011087   0.00023515      0.32531      0.48641 GO_bp:go_positive_regulation_of_atp_biosynthetic_process
GO_bp:go_positive_regulation...390       SET       5       0.4099    0.0068734      0.42758      0.16887 GO_bp:go_positive_regulation_of_interleukin_10_secretion
GO_bp:go_regulation_of_inter...2         SET       6      0.84729     0.015563      0.45458     0.031175 GO_bp:go_regulation_of_interleukin_12_secretion
GO_bp:go_regulation_of_cd8_p...1         SET      14    -0.090666   -0.0025434      0.24564      0.64397 GO_bp:go_regulation_of_cd8_positive_alpha_beta_t_cell_activation
GO_bp:go_negative_regulation...91        SET       5     0.075359    0.0012637      0.41861      0.42857 GO_bp:go_negative_regulation_of_cd8_positive_alpha_beta_t_cell_activation
GO_bp:go_positive_regulation...104       SET       6      0.09425    0.0017312      0.35839      0.39628 GO_bp:go_positive_regulation_of_cd8_positive_alpha_beta_t_cell_activation
GO_bp:go_regulation_of_t_cel...2         SET       5     0.046126   0.00077347        0.466      0.46058 GO_bp:go_regulation_of_t_cell_activation_via_t_cell_receptor_contact_with_antigen_bound_to_mhc_molecule_on_antigen_presenting_cell
GO_bp:go_negative_regulation...187       SET       5     0.035604   0.00059703      0.39496      0.46409 GO_bp:go_negative_regulation_of_dendritic_cell_differentiation
GO_bp:go_regulation_of_osteo...2         SET      11      0.55712     0.013854      0.25877     0.015668 GO_bp:go_regulation_of_osteoclast_development
GO_bp:go_negative_regulation...495       SET       5      0.43908    0.0073627      0.47881      0.17957 GO_bp:go_negative_regulation_of_osteoclast_development
GO_bp:go_positive_regulation...603       SET       4      0.23987    0.0035977      0.34945      0.24623 GO_bp:go_positive_regulation_of_osteoclast_development
GO_bp:go_positive_regulation...874       SET       9    -0.092098   -0.0020717      0.32035      0.61313 GO_bp:go_positive_regulation_of_vasculogenesis
GO_bp:go_negative_regulation...467       SET       9     -0.31151   -0.0070073      0.34319      0.81797 GO_bp:go_negative_regulation_of_neuron_migration
GO_bp:go_regulation_of_chlor...          SET       8    -0.087842    -0.001863       0.2841      0.62141 GO_bp:go_regulation_of_chloride_transport
GO_bp:go_regulation_of_phosp...3         SET       5     -0.59519   -0.0099804      0.43839      0.91271 GO_bp:go_regulation_of_phosphatidylcholine_biosynthetic_process
GO_bp:go_regulation_of_store...2         SET      13    0.0029372   7.9399e-05       0.2341      0.49499 GO_bp:go_regulation_of_store_operated_calcium_entry
GO_bp:go_negative_regulation...168       SET       5      0.45402    0.0076133      0.37558      0.11337 GO_bp:go_negative_regulation_of_cysteine_type_endopeptidase_activity_involved_in_apoptotic_signaling_pathway
GO_bp:go_regulation_of_cyste...3         SET       5     -0.71991    -0.012072      0.43929      0.94936 GO_bp:go_regulation_of_cysteine_type_endopeptidase_activity_involved_in_execution_phase_of_apoptosis
GO_bp:go_regulation_of_unsat...          SET       6     0.074621    0.0013707      0.40643      0.42716 GO_bp:go_regulation_of_unsaturated_fatty_acid_biosynthetic_process
GO_bp:go_positive_regulation...860       SET       4       0.1725    0.0025873      0.47625       0.3586 GO_bp:go_positive_regulation_of_unsaturated_fatty_acid_biosynthetic_process
GO_bp:go_regulation_of_caveo...          SET       4     -0.21446   -0.0032167      0.47217      0.67516 GO_bp:go_regulation_of_caveolin_mediated_endocytosis
GO_bp:go_lipoxin_biosyntheti...          SET       5       0.2125    0.0035633      0.44669      0.31714 GO_bp:go_lipoxin_biosynthetic_process
GO_cc:go_filopodium                      SET      91    -0.068903   -0.0049172      0.10147      0.75145 GO_cc:go_filopodium
GO_cc:go_nuclear_chromosome_...          SET     109      0.12871     0.010048     0.082815     0.060079 GO_cc:go_nuclear_chromosome_telomeric_region
GO_cc:go_clathrin_sculpted_v...          SET       7     -0.44736   -0.0088756      0.32568      0.91522 GO_cc:go_clathrin_sculpted_vesicle
GO_cc:go_i_band                          SET     114     -0.11919   -0.0095141     0.087529      0.91335 GO_cc:go_i_band
GO_cc:go_aggresome                       SET      37     -0.21366   -0.0097373      0.13687      0.94073 GO_cc:go_aggresome
GO_cc:go_multivesicular_body             SET      42     -0.15375   -0.0074642      0.13841      0.86667 GO_cc:go_multivesicular_body
GO_cc:go_rna_cap_binding_com...          SET      12     -0.30659    -0.007963      0.27521      0.86736 GO_cc:go_rna_cap_binding_complex
GO_cc:go_low_density_lipopro...          SET      13      0.58126     0.015713      0.24837    0.0096402 GO_cc:go_low_density_lipoprotein_particle
GO_cc:go_extracellular_matrix            SET     454     0.043457    0.0068555     0.046268      0.17381 GO_cc:go_extracellular_matrix
GO_cc:go_phagocytic_vesicle              SET     111     0.022925    0.0018059     0.084724      0.39336 GO_cc:go_phagocytic_vesicle
GO_cc:go_endolysosome                    SET      19       0.4533     0.014812      0.23186     0.025298 GO_cc:go_endolysosome
GO_cc:go_90s_preribosome                 SET      26    -0.027269   -0.0010421      0.17309      0.56259 GO_cc:go_90s_preribosome
GO_cc:go_cytochrome_complex              SET      23     -0.03426   -0.0012315      0.17469      0.57774 GO_cc:go_cytochrome_complex
GO_cc:go_chromosome                      SET     923     0.054201     0.012025     0.029777     0.034373 GO_cc:go_chromosome
GO_cc:go_condensed_nuclear_c...1         SET      80     -0.08416    -0.005633     0.098213      0.80425 GO_cc:go_condensed_nuclear_chromosome
GO_cc:go_nuclear_envelope                SET     406     0.039358    0.0058796      0.04438      0.18759 GO_cc:go_nuclear_envelope
GO_cc:go_retromer_complex                SET      19      0.37786     0.012347      0.18258     0.019254 GO_cc:go_retromer_complex
GO_cc:go_nuclear_exosome_rna...          SET      16     0.051424    0.0015421      0.22296       0.4088 GO_cc:go_nuclear_exosome_rnase_complex_
GO_cc:go_transcription_facto...4         SET      31    -0.036949   -0.0015416      0.14825      0.59841 GO_cc:go_transcription_factor_tfiid_complex
GO_cc:go_centriole                       SET     122    0.0092126   0.00076057     0.078684       0.4534 GO_cc:go_centriole
GO_cc:go_microtubule_cytoske...          SET    1044     0.019347    0.0045487     0.028508      0.24869 GO_cc:go_microtubule_cytoskeleton
GO_cc:go_lysosomal_lumen                 SET      83      0.10845     0.007393     0.099317      0.13743 GO_cc:go_lysosomal_lumen
GO_cc:go_cell_cell_contact_z...          SET      63      0.17874     0.010622      0.11325      0.05726 GO_cc:go_cell_cell_contact_zone
GO_cc:go_muscle_myosin_compl...          SET      17     0.030056     0.000929      0.25186      0.45251 GO_cc:go_muscle_myosin_complex
GO_cc:go_voltage_gated_calci...          SET      40    -0.010633  -0.00050379      0.16112      0.52631 GO_cc:go_voltage_gated_calcium_channel_complex
GO_cc:go_inflammasome_complex            SET      14      0.40794     0.011443      0.23301     0.040009 GO_cc:go_inflammasome_complex
GO_cc:go_immunological_synap...          SET      33    0.0098253   0.00042293      0.16159      0.47576 GO_cc:go_immunological_synapse
GO_cc:go_gaba_receptor_compl...          SET      16     -0.52444    -0.015726      0.29547      0.96204 GO_cc:go_gaba_receptor_complex
GO_cc:go_endoplasmic_reticul...11        SET      16     0.086189    0.0025846      0.21696      0.34559 GO_cc:go_endoplasmic_reticulum_tubular_network
GO_cc:go_filopodium_membrane             SET      18     0.080162    0.0025495       0.2374      0.36781 GO_cc:go_filopodium_membrane
GO_cc:go_transcription_expor...          SET      13     -0.23944   -0.0064727      0.23857      0.84222 GO_cc:go_transcription_export_complex
GO_cc:go_sperm_part                      SET     172   -0.0047997  -0.00046983     0.068682      0.52786 GO_cc:go_sperm_part
GO_cc:go_u1_snrnp                        SET      16      0.41971     0.012586      0.20525      0.02044 GO_cc:go_u1_snrnp
GO_cc:go_anchored_component_...1         SET      16     -0.24917   -0.0074719      0.22906      0.86165 GO_cc:go_anchored_component_of_external_side_of_plasma_membrane
GO_cc:go_nucleoid                        SET      37    -0.035195    -0.001604      0.13986      0.59934 GO_cc:go_nucleoid
GO_cc:go_kinesin_complex                 SET      47    -0.021548   -0.0011065      0.13005       0.5658 GO_cc:go_kinesin_complex
GO_cc:go_basolateral_plasma_...          SET     198      0.12512     0.013131     0.065849     0.028716 GO_cc:go_basolateral_plasma_membrane
GO_cc:go_nuclear_outer_membr...1         SET      25      0.28838     0.010807      0.16468     0.039971 GO_cc:go_nuclear_outer_membrane
GO_cc:go_cation_transporting...          SET      13     0.090854     0.002456      0.24476      0.35525 GO_cc:go_cation_transporting_atpase_complex
GO_cc:go_cytoplasmic_stress_...          SET      51     -0.14084   -0.0075326      0.12552      0.86907 GO_cc:go_cytoplasmic_stress_granule
GO_cc:go_secretory_granule               SET     763     0.026846    0.0054412     0.034336      0.21715 GO_cc:go_secretory_granule
GO_cc:go_intrinsic_component...6         SET      17     -0.20365   -0.0062945      0.21695      0.82604 GO_cc:go_intrinsic_component_of_mitochondrial_outer_membrane
GO_cc:go_oxidoreductase_comp...          SET      95     0.081591    0.0059485     0.087134      0.17455 GO_cc:go_oxidoreductase_complex
GO_cc:go_vesicle_membrane                SET     710     0.045761    0.0089607      0.03543     0.098258 GO_cc:go_vesicle_membrane
GO_cc:go_saga_complex                    SET      11     -0.15032    -0.003738      0.23752      0.73659 GO_cc:go_saga_complex
GO_cc:go_cytoplasmic_ubiquit...          SET      11      0.42229     0.010501       0.2768     0.063565 GO_cc:go_cytoplasmic_ubiquitin_ligase_complex
GO_cc:go_autophagosome                   SET      76      0.16328     0.010653      0.10099     0.052972 GO_cc:go_autophagosome
GO_cc:go_large_ribosomal_sub...          SET     113    -0.047031   -0.0037377     0.080349      0.72083 GO_cc:go_large_ribosomal_subunit
GO_cc:go_h4_histone_acetyltr...          SET      35    -0.031225   -0.0013841      0.13697      0.59016 GO_cc:go_h4_histone_acetyltransferase_complex
GO_cc:go_zymogen_granule                 SET      12      -0.1374   -0.0035686      0.24053      0.71608 GO_cc:go_zymogen_granule
GO_cc:go_trans_golgi_network...3         SET      14     0.063662    0.0017858      0.24495      0.39747 GO_cc:go_trans_golgi_network_transport_vesicle_membrane
GO_cc:go_endosome_lumen                  SET      33       0.2715     0.011687      0.16863     0.053712 GO_cc:go_endosome_lumen
GO_cc:go_intercalated_disc               SET      45      0.11419     0.005738      0.13516       0.1991 GO_cc:go_intercalated_disc
GO_cc:go_late_endosome_membr...          SET     114     0.035379     0.002824     0.082869      0.33472 GO_cc:go_late_endosome_membrane
GO_cc:go_excitatory_synapse              SET      40     0.085273    0.0040404      0.14955      0.28428 GO_cc:go_excitatory_synapse
GO_cc:go_transferase_complex...          SET     218    -0.077305    -0.008508     0.059839      0.90179 GO_cc:go_transferase_complex_transferring_phosphorus_containing_groups
GO_cc:go_chromosome_centrome...          SET     167     0.068348    0.0065934     0.064974      0.14642 GO_cc:go_chromosome_centromeric_region
GO_cc:go_dna_polymerase_comp...          SET      14     -0.43467    -0.012193      0.22848      0.97144 GO_cc:go_dna_polymerase_complex
GO_cc:go_platelet_alpha_gran...1         SET      81      0.12354    0.0083199      0.11206      0.13515 GO_cc:go_platelet_alpha_granule
GO_cc:go_telomerase_holoenzy...          SET      17      0.34468     0.010654      0.20021     0.042578 GO_cc:go_telomerase_holoenzyme_complex
GO_cc:go_intrinsic_component...7         SET     333     0.011001    0.0014915     0.049282      0.41168 GO_cc:go_intrinsic_component_of_organelle_membrane
GO_cc:go_ada2_gcn5_ada3_tran...          SET      13     -0.23294   -0.0062969      0.25769      0.81699 GO_cc:go_ada2_gcn5_ada3_transcription_activator_complex
GO_cc:go_sarcoplasmic_reticu...2         SET      34     -0.20529   -0.0089693      0.14959      0.91501 GO_cc:go_sarcoplasmic_reticulum_membrane
GO_cc:go_u2_type_spliceosoma...          SET      74     0.070519    0.0045404      0.09261      0.22319 GO_cc:go_u2_type_spliceosomal_complex
GO_cc:go_plasma_membrane_rec...          SET     170     -0.06211   -0.0060447     0.075945      0.79327 GO_cc:go_plasma_membrane_receptor_complex
GO_cc:go_acrosomal_membrane              SET      22     -0.09354   -0.0032886      0.19383       0.6853 GO_cc:go_acrosomal_membrane
GO_cc:go_microbody_membrane              SET      53      0.14731    0.0080314      0.11851      0.10694 GO_cc:go_microbody_membrane
GO_cc:go_copi_vesicle_coat               SET      15    -0.003354  -9.7386e-05      0.22355      0.50599 GO_cc:go_copi_vesicle_coat
