# MEAN_SAMPLE_SIZE = 24564
# TOTAL_GENES = 17778
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_positive_regulation...400       SET      12    -0.021203   -0.0005507      0.27912      0.53028 GO_bp:go_positive_regulation_of_interleukin_2_biosynthetic_process
GO_bp:go_apoptotic_mitochond...          SET     102     0.077841    0.0058794      0.09062      0.19518 GO_bp:go_apoptotic_mitochondrial_changes
GO_bp:go_protein_exit_from_e...          SET      38      0.26675      0.01232      0.13691      0.02569 GO_bp:go_protein_exit_from_endoplasmic_reticulum
GO_bp:go_t_cell_apoptotic_pr...          SET      43      0.15223    0.0074778      0.14069      0.13962 GO_bp:go_t_cell_apoptotic_process
GO_bp:go_retinoic_acid_recep...          SET      23     -0.20262   -0.0072833       0.2028      0.84112 GO_bp:go_retinoic_acid_receptor_signaling_pathway
GO_bp:go_positive_regulation...46        SET      15      0.31594    0.0091737      0.23457     0.089015 GO_bp:go_positive_regulation_of_astrocyte_differentiation
GO_bp:go_skeletal_system_mor...          SET     220     0.022716    0.0025113     0.067413      0.36807 GO_bp:go_skeletal_system_morphogenesis
GO_bp:go_leukotriene_metabol...          SET      14     -0.32126   -0.0090121      0.25403      0.89699 GO_bp:go_leukotriene_metabolic_process
GO_bp:go_positive_regulation...172       SET      27    -0.028145    -0.001096      0.16673      0.56702 GO_bp:go_positive_regulation_of_chromosome_segregation
GO_bp:go_rrna_methylation                SET      24    -0.084246   -0.0030934      0.17309      0.68676 GO_bp:go_rrna_methylation
GO_bp:go_gene_silencing_by_r...          SET     170   -0.0012241  -0.00011913     0.067312      0.50725 GO_bp:go_gene_silencing_by_rna
GO_bp:go_cell_cell_adhesion_...4         SET     241      0.10134     0.011719     0.069308     0.071864 GO_bp:go_cell_cell_adhesion_via_plasma_membrane_adhesion_molecules
GO_bp:go_positive_regulation...562       SET      46    -0.067847   -0.0034468      0.13553      0.69167 GO_bp:go_positive_regulation_of_neuron_apoptotic_process
GO_bp:go_temperature_homeost...          SET     159     0.027555    0.0025943     0.076537      0.35942 GO_bp:go_temperature_homeostasis
GO_bp:go_embryonic_camera_ty...2         SET      11     -0.31757   -0.0078971      0.29541      0.85881 GO_bp:go_embryonic_camera_type_eye_formation
GO_bp:go_protein_o_linked_gl...1         SET      98    0.0042909   0.00031771      0.09917      0.48274 GO_bp:go_protein_o_linked_glycosylation
GO_bp:go_purinergic_receptor...          SET      26      0.35803     0.013682      0.18781     0.028315 GO_bp:go_purinergic_receptor_signaling_pathway
GO_bp:go_negative_regulation...572       SET      11       0.2791    0.0069405      0.27995       0.1594 GO_bp:go_negative_regulation_of_receptor_binding
GO_bp:go_positive_regulation...780       SET      10      0.16255    0.0038543      0.28468        0.284 GO_bp:go_positive_regulation_of_synaptic_transmission_gabaergic
GO_bp:go_dopamine_transport              SET      46      0.24182     0.012285      0.14007     0.042141 GO_bp:go_dopamine_transport
GO_bp:go_regulation_of_calci...6         SET      74     0.043804    0.0028203      0.10887      0.34372 GO_bp:go_regulation_of_calcium_ion_transmembrane_transporter_activity
GO_bp:go_circulatory_system_...1         SET     932     0.014497    0.0032311     0.031889       0.3247 GO_bp:go_circulatory_system_development
GO_bp:go_cellular_response_t...119       SET      50    -0.087496   -0.0046337      0.13972      0.73441 GO_bp:go_cellular_response_to_vascular_endothelial_growth_factor_stimulus
GO_bp:go_positive_regulation...315       SET      12      0.18303    0.0047539      0.26222      0.24259 GO_bp:go_positive_regulation_of_gluconeogenesis
GO_bp:go_embryonic_camera_ty...1         SET      34     -0.12662   -0.0055322      0.16331      0.78093 GO_bp:go_embryonic_camera_type_eye_development
GO_bp:go_positive_regulation...273       SET      13     0.059779     0.001616      0.23032      0.39761 GO_bp:go_positive_regulation_of_execution_phase_of_apoptosis
GO_bp:go_positive_regulation...232       SET      29     0.038825    0.0015668       0.1551      0.40117 GO_bp:go_positive_regulation_of_dna_templated_transcription_elongation
GO_bp:go_n_terminal_protein_...2         SET      27    -0.020392   -0.0007941      0.16394      0.54949 GO_bp:go_n_terminal_protein_amino_acid_modification
GO_bp:go_nucleotide_excision...7         SET      20      0.11546    0.0038704      0.18882      0.27046 GO_bp:go_nucleotide_excision_repair_preincision_complex_stabilization
GO_bp:go_embryonic_placenta_...2         SET      24     -0.06573   -0.0024135      0.19942      0.62915 GO_bp:go_embryonic_placenta_morphogenesis
GO_bp:go_dopamine_receptor_s...          SET      40    -0.031235     -0.00148      0.14766      0.58377 GO_bp:go_dopamine_receptor_signaling_pathway
GO_bp:go_regulation_of_erad_...          SET      26    -0.092795   -0.0035462      0.16965       0.7078 GO_bp:go_regulation_of_erad_pathway
GO_bp:go_behavior                        SET     525   -0.0075228   -0.0012736     0.042463      0.57031 GO_bp:go_behavior
GO_bp:go_cytoskeleton_depend...2         SET     159      0.11653     0.010972     0.070384     0.048903 GO_bp:go_cytoskeleton_dependent_intracellular_transport
GO_bp:go_mannosylation                   SET      34     -0.11815   -0.0051623      0.15975      0.77022 GO_bp:go_mannosylation
GO_bp:go_dna_replication_ind...          SET      48    -0.067983   -0.0035278      0.12426      0.70784 GO_bp:go_dna_replication_independent_nucleosome_organization
GO_bp:go_axon_extension                  SET      96     0.055516    0.0040687     0.094246      0.27791 GO_bp:go_axon_extension
GO_bp:go_positive_regulation...685       SET      27     -0.13396   -0.0052168      0.16063      0.79785 GO_bp:go_positive_regulation_of_protein_targeting_to_membrane
GO_bp:go_bile_acid_metabolic...          SET      36      0.20156    0.0090611      0.15219     0.092704 GO_bp:go_bile_acid_metabolic_process
GO_bp:go_regulation_of_sodiu...2         SET      54     0.067526     0.003716      0.13346      0.30645 GO_bp:go_regulation_of_sodium_ion_transmembrane_transport
GO_bp:go_innervation                     SET      24     0.038879    0.0014276      0.20322      0.42414 GO_bp:go_innervation
GO_bp:go_response_to_virus               SET     278    -0.033532   -0.0041603      0.05642      0.72385 GO_bp:go_response_to_virus
GO_bp:go_developmental_matur...          SET     251     0.032046    0.0037809     0.058564      0.29213 GO_bp:go_developmental_maturation
GO_bp:go_regulation_of_cellu...3         SET      59    -0.019969   -0.0011485      0.10941      0.57241 GO_bp:go_regulation_of_cellular_amino_acid_metabolic_process
GO_bp:go_alcohol_biosyntheti...          SET     145      0.16747     0.015063     0.075159      0.01294 GO_bp:go_alcohol_biosynthetic_process
GO_bp:go_adipose_tissue_deve...          SET      39    -0.057484   -0.0026895      0.15104      0.64824 GO_bp:go_adipose_tissue_development
GO_bp:go_pyridine_containing...1         SET      34      -0.1639   -0.0071612      0.15716       0.8515 GO_bp:go_pyridine_containing_compound_biosynthetic_process
GO_bp:go_protein_targeting_t...1         SET      17     0.060913    0.0018828      0.20413       0.3827 GO_bp:go_protein_targeting_to_lysosome
GO_bp:go_isoprenoid_metaboli...          SET      84      0.14846     0.010181      0.10603     0.080736 GO_bp:go_isoprenoid_metabolic_process
GO_bp:go_negative_regulation...610       SET      31    -0.079566   -0.0033197      0.17347      0.67676 GO_bp:go_negative_regulation_of_signal_transduction_in_absence_of_ligand
GO_bp:go_renal_system_proces...2         SET      22     0.066416     0.002335      0.21122      0.37659 GO_bp:go_renal_system_process_involved_in_regulation_of_systemic_arterial_blood_pressure
GO_bp:go_negative_regulation...559       SET     515     0.031947    0.0053582     0.040677      0.21612 GO_bp:go_negative_regulation_of_protein_modification_process
GO_bp:go_negative_regulation...47        SET      10     -0.15574   -0.0036928      0.25166      0.73199 GO_bp:go_negative_regulation_of_b_cell_apoptotic_process
GO_bp:go_response_to_uv_b                SET      18     -0.12789   -0.0040674      0.22379      0.71615 GO_bp:go_response_to_uv_b
GO_bp:go_cellular_response_t...26        SET     314   -0.0033557  -0.00044202     0.052528      0.52547 GO_bp:go_cellular_response_to_drug
GO_bp:go_regulation_of_respo...3         SET     177    0.0046416   0.00046084     0.066537      0.47219 GO_bp:go_regulation_of_response_to_dna_damage_stimulus
GO_bp:go_autophagosome_organ...          SET      83      0.21941     0.014958     0.096583     0.011557 GO_bp:go_autophagosome_organization
GO_bp:go_positive_regulation...70        SET      46     0.023765    0.0012073       0.1446      0.43473 GO_bp:go_positive_regulation_of_blood_vessel_endothelial_cell_migration
GO_bp:go_protein_autoprocess...          SET      14      0.31674    0.0088853       0.2473      0.10014 GO_bp:go_protein_autoprocessing
GO_bp:go_erythrocyte_develop...          SET      27      0.19527    0.0076043      0.16409      0.11703 GO_bp:go_erythrocyte_development
GO_bp:go_cellular_response_t...25        SET     748     0.012153    0.0024398       0.0331      0.35676 GO_bp:go_cellular_response_to_dna_damage_stimulus
GO_bp:go_phosphatidylinosito...3         SET      17     -0.13633    -0.004214      0.21962      0.73262 GO_bp:go_phosphatidylinositol_acyl_chain_remodeling
GO_bp:go_polyol_biosynthetic...          SET      64      0.18235     0.010921      0.11249     0.052516 GO_bp:go_polyol_biosynthetic_process
GO_bp:go_negative_regulation...700       SET      50      0.15721    0.0083258      0.13141      0.11579 GO_bp:go_negative_regulation_of_tumor_necrosis_factor_superfamily_cytokine_production
GO_bp:go_endodermal_cell_fat...1         SET      14      0.17008    0.0047711      0.26047      0.25689 GO_bp:go_endodermal_cell_fate_commitment
GO_bp:go_monoamine_transport             SET      75      0.21354     0.013841      0.11248     0.028824 GO_bp:go_monoamine_transport
GO_bp:go_response_to_starvat...          SET     173    0.0087971    0.0008636     0.070587      0.45041 GO_bp:go_response_to_starvation
GO_bp:go_regulation_of_gtpas...          SET     409      -0.0666   -0.0099851     0.045991       0.9262 GO_bp:go_regulation_of_gtpase_activity
GO_bp:go_positive_regulation...87        SET      22     -0.38368    -0.013489      0.20469      0.96956 GO_bp:go_positive_regulation_of_camp_mediated_signaling
GO_bp:go_response_to_redox_s...          SET      14    -0.091911   -0.0025783      0.25178      0.64246 GO_bp:go_response_to_redox_state
GO_bp:go_regulation_of_gluco...4         SET      39      0.19574    0.0091579      0.14248     0.084764 GO_bp:go_regulation_of_gluconeogenesis
GO_bp:go_post_embryonic_deve...          SET      77      0.25236     0.016573      0.10751    0.0094609 GO_bp:go_post_embryonic_development
GO_bp:go_cellular_defense_re...          SET      50      0.11291    0.0059794      0.12936       0.1914 GO_bp:go_cellular_defense_response
GO_bp:go_biological_adhesion             SET    1248    -0.011548   -0.0029504     0.028198      0.65892 GO_bp:go_biological_adhesion
GO_bp:go_cortical_cytoskelet...          SET      44     -0.18067   -0.0089773      0.14045      0.90083 GO_bp:go_cortical_cytoskeleton_organization
GO_bp:go_hormone_metabolic_p...          SET     195     0.067193    0.0069987     0.066548      0.15633 GO_bp:go_hormone_metabolic_process
GO_bp:go_response_to_purine_...          SET     144      0.03611    0.0032368     0.077539      0.32072 GO_bp:go_response_to_purine_containing_compound
GO_bp:go_g_protein_coupled_r...3         SET     226    -0.072231   -0.0080923     0.066962      0.85963 GO_bp:go_g_protein_coupled_receptor_signaling_pathway_coupled_to_cyclic_nucleotide_second_messenger
GO_bp:go_uterus_development              SET      19    -0.070286   -0.0022966      0.24801      0.61156 GO_bp:go_uterus_development
GO_bp:go_thyroid_gland_devel...          SET      23     -0.32317    -0.011617      0.18908      0.95628 GO_bp:go_thyroid_gland_development
GO_bp:go_dna_replication                 SET     240     0.027336    0.0031547     0.055967      0.31263 GO_bp:go_dna_replication
GO_bp:go_neural_tube_pattern...          SET      37     -0.11167   -0.0050894       0.1566       0.7621 GO_bp:go_neural_tube_patterning
GO_bp:go_response_to_histami...          SET      11     0.057024    0.0014181      0.31001      0.42703 GO_bp:go_response_to_histamine
GO_bp:go_response_to_mangane...          SET      20      0.20271    0.0067955      0.21602      0.17402 GO_bp:go_response_to_manganese_ion
GO_bp:go_regulation_of_siste...2         SET      73     0.014431   0.00092289      0.10381      0.44472 GO_bp:go_regulation_of_sister_chromatid_segregation
GO_bp:go_cell_cycle_process              SET    1192    0.0094683    0.0023682     0.026519      0.36053 GO_bp:go_cell_cycle_process
GO_bp:go_unsaturated_fatty_a...1         SET      33      0.29477     0.012688       0.1641     0.036237 GO_bp:go_unsaturated_fatty_acid_biosynthetic_process
GO_bp:go_positive_regulation...534       SET      22     -0.19792   -0.0069584      0.21071      0.82621 GO_bp:go_positive_regulation_of_muscle_cell_apoptotic_process
GO_bp:go_sialylation                     SET      19     -0.34877    -0.011396      0.23868      0.92802 GO_bp:go_sialylation
GO_bp:go_regulation_of_gene_...3         SET     139    -0.023114   -0.0020359     0.075649      0.62002 GO_bp:go_regulation_of_gene_silencing
GO_bp:go_positive_regulation...27        SET      14       0.7462     0.020932      0.24035   0.00095416 GO_bp:go_positive_regulation_of_amino_acid_transport
GO_bp:go_endocrine_process               SET      74     -0.14985   -0.0096483       0.1133      0.90702 GO_bp:go_endocrine_process
GO_bp:go_primary_alcohol_met...          SET      54     0.095152    0.0052363      0.13203      0.23555 GO_bp:go_primary_alcohol_metabolic_process
GO_bp:go_platelet_aggregation            SET      52      0.26841     0.014495      0.13528     0.023631 GO_bp:go_platelet_aggregation
GO_bp:go_rna_interference                SET      15      0.08088    0.0023484      0.21445      0.35303 GO_bp:go_rna_interference
GO_bp:go_positive_regulation...269       SET     396     0.012439    0.0018357     0.046251      0.39399 GO_bp:go_positive_regulation_of_establishment_of_protein_localization
GO_bp:go_walking_behavior                SET      28     0.073368    0.0029095      0.18878      0.34877 GO_bp:go_walking_behavior
GO_bp:go_regulation_of_telom...1         SET      45   -0.0032342  -0.00016252      0.13007      0.50992 GO_bp:go_regulation_of_telomerase_activity
GO_bp:go_regulation_of_cell_...5         SET      41      0.18611    0.0089275      0.13858     0.089651 GO_bp:go_regulation_of_cell_aging
